project,change_id,target,1_references_bug_tracker,2_author_success_rate,3_churn_log_size,5_deletion_ratio,6_file_count,8_avg_sentence_length,9_msg_complexity,10_has_security_impact,11_nlp_change_type,12_is_test_change,13_is_revert,14_modifies_dependencies,15_author_submission_count,16_author_trust_score,17_historical_file_prob,18_is_documentation_only,19_author_file_confidence,20_risk_module_coupling,21_file_extension_entropy,22_relation_depth,23_project_acceptance_rate,24_change_entropy,25_directory_depth,26_msg_readability_ease,27_msg_gunning_fog,28_has_gerrit_topic,29_has_subject_tag,31_test_code_ratio,32_config_change,33_desc_density,34_is_weekend,35_bug_heat,36_bug_severity,37_bug_comments,38_is_bot,full_text_dl,40_sem_vec_0,40_sem_vec_1,40_sem_vec_2,40_sem_vec_3,40_sem_vec_4,40_sem_vec_5,40_sem_vec_6,40_sem_vec_7,40_sem_vec_8,40_sem_vec_9,40_sem_vec_10,40_sem_vec_11,40_sem_vec_12,40_sem_vec_13,40_sem_vec_14
openstack/openstack-ansible,I4e72e81d05d8d70e76730a46687dd06f3e66ebc6,1,0,0.9333,2.1972,0.0,1,9.71,481,0,Feature,0,0,0,105,0.040416,1.0,0,0.9333,1,1,0,0.9254,0.0,1.0,40.22,14.47,0,0,0.0,0,53.4444,0,0,0,0,0,"Gather extra networking facts for keepalived

By default keepalived pingable check tries to verify the gateway which
in it's turn requires to have appropriate facts defined.

At the moment re-running haproxy playbook as a standalone instance
when facts are outdated will lead to re-configuration of keepalived
to check 127.0.0.1 as a track script.

So we gather extra network facts to identify the gateway for
pingable script.
[SEP]
FILES CHANGED:
playbooks/haproxy-install.yml (+8, -0)
",-0.842439,-1.827405,0.499895,0.539741,-0.006784,-0.208221,0.277382,-0.03207,0.008525,0.154123,-0.161198,-0.076499,-0.049494,-0.275919,0.063168
openstack/charm-ceph-osd,Id7de1723a4bbfcff02dd606be650b4410f897913,1,0,0.9444,5.7236,0.0689,8,10.25,298,0,CI,0,0,0,18,0.003276,1.0,0,0.9444,2,1,0,0.8889,1.3611,1.62,58.18,11.9,1,0,0.9607,1,0.9739,0,0,0,0,0,"Add upgrade func testing

Change functional testing to also test upgrades from charmhub version
to the locally built charm. Include a new test for installing a locally built charm from scratch.

Also pin some support charms to specific tracks.
[SEP]
FILES CHANGED:
tests/tests.yaml (+14, -2)
osci.yaml (+12, -0)
tests/bundles/lunar-antelope.yaml (+2, -1)
tests/bundles/focal-yoga.yaml (+9, -8)
tests/bundles/jammy-antelope.yaml (+2, -1)
tests/bundles/local-jammy-antelope.yaml (+234, -0)
tests/bundles/mantic-bobcat.yaml (+2, -1)
tests/bundles/jammy-bobcat.yaml (+9, -8)
",0.504997,-1.815094,0.032276,0.617295,0.071402,-0.013743,0.059542,0.084791,-0.121823,0.237218,-0.431368,0.282795,0.0716,0.299206,-0.224114
openstack/charm-manila,I436452208aaeaf08d1655da4fccbd7a89549b404,1,1,1.0,5.1059,0.189,7,11.5,640,0,Bug Fix,0,0,1,15,0.007092,0.4444,0,0.4444,4,3,0,1.0,1.3736,2.43,42.51,12.43,1,0,0.4451,1,3.8788,0,10,0,14,0,"Fix local/remote assumptions in manila charm

When the remote plugin was developed it made the assumption that the
`enabled_share_backends` included the remote backends. This assumption
is wrong, and it should only contain the locally defined drivers; i.e.
ones that have a [driver] section in the manila.conf file. The cephfsnfs
driver doesn't have a local configuration as the share-server is runs on
the manila-ganesha unit and so shouldn't be local.

This patch splits the config in local/remote and then uses the local and
remote config in the correct places.

Closes-Bug: #2012457
[SEP]
FILES CHANGED:
test-requirements.txt (+1, -0)
src/templates/rocky/manila.conf (+1, -1)
src/templates/queens/manila.conf (+1, -1)
src/templates/mitaka/manila.conf (+1, -1)
src/templates/pike/manila.conf (+1, -1)
src/lib/charm/openstack/manila.py (+68, -15)
unit_tests/test_lib_charm_openstack_manila.py (+60, -12)
",-1.254203,-1.298516,0.82246,0.048777,-0.152937,-0.353169,0.05135,0.073398,-0.060145,-0.293964,0.223932,-0.015252,-0.201632,0.146914,0.006267
openstack/charm-guide,I6bb90762ad5cb5ca97ca311501b1ff7d3d9a3ccb,1,0,1.0,6.0426,0.5,30,9.4,624,0,Feature,0,0,0,7,0.01559,1.0,1,1.0,4,1,0,1.0,3.8335,3.37,55.99,9.29,1,0,0.0,0,1.4822,0,0,0,0,0,"Remove wait option from all run commands

The Charm Guide was recently updated for Juju 3.x. However, it was not
known at the time that the semantics of the --wait option for the `juju
run` command had changed.

In 3, the run command by default stays in the foreground (a --background
option has been added to achieve previous 2.9 default behaviour). The
--wait option is now a timeout and, if used, requires a value. Since
the previous PR simply substituted commands, all `juju run --wait`
commands will fail.
[SEP]
FILES CHANGED:
doc/source/admin/storage/ceph-rbd-mirror.rst (+16, -16)
doc/source/admin/ops-replace-control-plane-service-ha.rst (+1, -1)
doc/source/admin/security/tls.rst (+7, -7)
doc/source/admin/storage/cinder-replication.rst (+4, -4)
doc/source/project/procedures/percona-series-upgrade-to-focal.rst (+5, -5)
doc/source/admin/ops-config-tls-vault-api.rst (+1, -1)
doc/source/admin/ops-live-migrate-vms.rst (+2, -2)
doc/source/admin/ops-auto-glance-image-updates.rst (+1, -1)
doc/source/admin/networking/load-balancing.rst (+2, -2)
doc/source/admin/ha.rst (+2, -2)
doc/source/admin/trilio.rst (+1, -1)
doc/source/project/procedures/ovn-migration.rst (+7, -7)
doc/source/admin/deferred-events.rst (+3, -3)
doc/source/admin/ops-replace-vault-node.rst (+1, -1)
doc/source/admin/ops-reissue-tls-certs.rst (+1, -1)
doc/source/admin/vgpu.rst (+1, -1)
doc/source/admin/managing-power-events.rst (+48, -48)
doc/source/admin/upgrades/openstack-example.rst (+26, -26)
doc/source/admin/upgrades/series-openstack.rst (+15, -15)
doc/source/project/procedures/placement-charm.rst (+2, -2)
doc/source/admin/ops-scale-back-nova-compute.rst (+2, -2)
doc/source/admin/ops-repair-rabbitmq-node.rst (+3, -3)
doc/source/project/support-notes.rst (+9, -9)
doc/source/admin/ops-scale-back-ovn-central.rst (+1, -1)
doc/source/admin/ops-remove-mysql8-node.rst (+5, -5)
doc/source/admin/storage/cinder-replication-dr.rst (+4, -4)
doc/source/getting-started/deploy.rst (+1, -1)
doc/source/admin/ops-replace-hyperconverged-compute-node.rst (+6, -6)
doc/source/admin/ops-start-innodb-from-outage.rst (+1, -1)
doc/source/admin/upgrades/openstack.rst (+32, -32)
",-1.262033,-1.388516,0.5606,0.489731,-0.301477,0.218651,0.000401,-0.037312,-0.094894,0.562113,0.174708,0.384607,-0.140262,0.138072,0.101647
openstack/charm-ceph-dashboard,I74f42b38acc02b0377c245f813ff50d11be538bc,0,1,1.0,4.5218,0.011,3,19.0,514,0,Bug Fix,0,0,0,16,0.007021,0.9412,0,0.9412,1,2,0,0.9091,0.8461,0.67,43.95,17.07,1,0,0.8022,1,5.587,0,16,0,17,0,"Ensure non-leader ceph-dashboard units configure themselves

This is to provide the non-leader ceph-dashboard units an extra hook to
configure themselves after the leader has configured the ceph manager
module. This is done by adding a peer relation with a nonce (set by the
leader) when it has enabled the dashboard in ceph. It is possible that
non leader units will 'run out' of hooks and thus leave themselves in an
unconfigured state.

Closes-Bug: #2032971
[SEP]
FILES CHANGED:
src/charm.py (+15, -0)
metadata.yaml (+3, -0)
unit_tests/test_ceph_dashboard_charm.py (+72, -1)
",-1.241703,-0.830547,-0.023385,0.832017,0.46548,0.174306,0.288762,-0.358879,0.139055,-0.253731,0.420346,0.612395,0.294217,0.083298,0.130693
openstack/charm-ceph-dashboard,I63fbe0776c92419d8b047bab151e01c4f1f3f45e,1,1,0.9474,2.9444,0.1111,1,12.0,191,0,Bug Fix,0,0,0,19,0.003276,0.7857,0,0.7444,1,1,0,0.8333,0.0,1.0,-59.14,28.13,0,0,0.0,0,10.0526,0,20,0,15,0,"Adds dashboard enablement/deferral logic improvements

Closes-Bug: 2033886
cherry-picked from: I2f4d4dfa890fc79f7f5d5b1273a11907b60e8255
[SEP]
FILES CHANGED:
src/charm.py (+16, -2)
",0.457728,-0.065579,-2.21903,-2.163714,1.014646,0.372052,0.93732,-0.298815,0.701507,-0.084305,-0.562852,0.390227,0.032896,-0.281486,0.435468
openstack/kolla-ansible,Iafc4f184da727e40fb4952d96aa2e0be8feaca75,1,0,0.5714,1.6094,0.25,1,10.0,113,0,Feature,0,0,0,7,0.046667,0.0,0,0.0,4,1,0,0.8072,0.0,4.0,-40.19,24.0,1,0,0.0,0,22.6,0,0,0,0,0,"ironic: only bootstrap ironic-tftp when service is enabled
[SEP]
FILES CHANGED:
ansible/roles/ironic/tasks/bootstrap_service.yml (+3, -1)
",1.77485,0.257901,0.608959,0.466579,0.659025,-0.943275,0.272562,-0.016386,-0.523063,-0.007937,0.275351,-0.138234,-0.113588,-0.231572,0.497555
openstack/charm-ceph-radosgw,I57937f55526f531cb807a876fd074f5f589b00ed,1,0,0.95,4.9488,0.05,3,10.25,298,0,CI,1,0,0,20,0.003438,1.0,0,0.95,2,1,0,1.0,0.695,1.67,60.25,11.9,1,0,1.0,1,2.1135,0,0,0,0,0,"Add upgrade func testing

Change functional testing to also test upgrades from charmhub version
to the locally built charm. Include a new test for installing a locally built charm from scratch.

Also pin some support charms to specific tracks.
[SEP]
FILES CHANGED:
tests/tests.yaml (+6, -0)
tests/bundles/jammy-antelope.yaml (+6, -7)
tests/bundles/local-jammy-antelope.yaml (+121, -0)
",0.504997,-1.815094,0.032276,0.617295,0.071402,-0.013743,0.059542,0.084791,-0.121824,0.237218,-0.431368,0.282795,0.0716,0.299206,-0.224114
openstack/charm-ceph-mon,I12a1bcd32be2ed8a8e5ee0e304f716f5a190bd57,1,0,0.9524,4.0254,0.3091,3,13.75,380,0,Bug Fix,0,0,0,21,0.003525,1.0,0,0.9524,2,2,0,0.9565,1.3663,1.33,42.14,13.5,1,0,0.4727,1,6.7857,0,0,0,0,0,"Fix version retrieval

During cluster deployment a situation can arise where there are
already osd relations but osds are not yet fully added to the cluster.
This can make version retrieval fail for osds. Retry version retrieval
to give the cluster a chance to settle.

Also update tests to install OpenStack from latest/edge
[SEP]
FILES CHANGED:
src/utils.py (+25, -4)
tests/bundles/jammy-bobcat.yaml (+10, -10)
unit_tests/test_ceph_utils.py (+3, -3)
",-2.109188,-0.58635,-0.298819,-1.18307,0.469783,-0.099593,0.441023,-0.040007,0.079914,0.143778,0.187312,-0.14219,0.11296,0.173366,-0.034091
openstack/octavia,I020ded6e1735ea56da46c5170292ba88ad639103,1,1,0.7474,3.7377,0.1463,3,23.5,335,0,Bug Fix,0,0,0,95,0.008098,0.625,0,0.4671,6,2,0,0.6043,1.4131,4.0,28.18,18.76,0,0,0.5366,1,7.9762,0,20,0,14,0,"Fix error when deleting LB with broken amp

If a load balancer has some broken amps (amphora was unsuccessfully
created, entry exists in the DB but with missing fields), the deletion
of the load balancer fails because octavia is calling delete_port with
None.

Closes-Bug: #2037951
[SEP]
FILES CHANGED:
octavia/tests/unit/network/drivers/neutron/test_allowed_address_pairs.py (+22, -0)
releasenotes/notes/fix-error-on-delete-with-broken-amp-10d7f4e85754d7ee.yaml (+6, -0)
octavia/network/drivers/neutron/allowed_address_pairs.py (+7, -6)
",0.054901,-1.91535,-0.308029,-0.242394,-0.406107,0.091933,-0.200315,-0.099809,0.101654,-0.289707,-0.005808,-0.201308,0.237607,0.165669,-0.098953
openstack/octavia,Iad78de1764bc3a3f699b5feef9e58999d2efe613,1,1,0.75,2.9957,0.3158,3,23.75,595,0,Bug Fix,0,0,0,96,0.008155,0.0,0,0.0,6,2,0,0.6055,1.509,4.0,43.81,16.66,0,0,0.2105,1,29.75,0,6,0,10,0,"Fix incorrect masquerade rules in multivip LBs

The up scripts of the interface files were called only when the
interface moved from down to up, it means that they were not called
during the update of the configuration of an interface. So if during an
update, if an ipv6 subnet was plugged while the ipv4 subnet was already
there, the up script that sets the masquerade rules was not called.

It broke connectivity for either ipv4 or ipv6 between the client and the
members in UDP listeners in multivip load balancers.

Closes-Bug: #2037943
[SEP]
FILES CHANGED:
octavia/amphorae/backends/utils/interface.py (+4, -5)
releasenotes/notes/fix-missing-masquerade-rules-in-dualstack-lbs-94f97606c5804b36.yaml (+6, -0)
octavia/tests/unit/amphorae/backends/utils/test_interface.py (+3, -1)
",-1.409365,-1.668462,0.757597,0.404415,0.181904,-0.004549,0.180777,0.015438,0.106768,0.013407,0.248854,0.088388,-0.034758,0.117613,0.265448
openstack/charm-vault,I64f1c2c9ced8ae4dff2bf232c6e673b596f84a14,1,1,0,1.3863,1.0,1,7.57,388,0,Bug Fix,0,0,0,0,0.0,0.0,0,0.0,2,1,0,1.0,0.0,2.0,47.51,10.58,1,0,0.0,0,97.0,0,12,0,5,0,"Remove 'tls_insecure_skip_verify' in vault config

This commit removes the tls_insecure_skip_verify field in the vault
config template. This was added as a workaround for a bug in the vault's
etcd client before 1.4.0 release. Since all channels now uses 1.5 or
newer versions of vault, this line can be removed.


Closes-Bug: #1979582
[SEP]
FILES CHANGED:
src/templates/vault.hcl.j2 (+0, -3)
",-1.416198,0.505467,-0.752824,0.878543,0.194671,0.398419,-0.180634,0.006157,0.407505,0.629385,0.335768,-0.17494,-0.284047,-0.003572,0.582289
openstack/charm-ceph-mon,Iee13e9a88f047f5835aee8e5a308ce2035d28891,1,0,0.9545,1.0986,0.5,1,8.0,93,0,Bug Fix,0,0,0,22,0.003659,1.0,0,0.9545,1,1,0,0.9583,0.0,1.0,-2.21,13.2,1,0,0.0,0,31.0,0,0,0,0,0,"Fix: increase timeout for get versions
[SEP]
FILES CHANGED:
src/utils.py (+1, -1)
",2.969853,0.707453,2.231624,0.255142,0.453389,0.698695,-0.043703,-0.412691,0.611691,0.576133,-0.6259,-0.698798,0.757731,-0.243683,0.386155
openstack/openstack-ansible-ceph_client,I7810881a01b9d2f3d98a6c3ad590b9ea63358011,1,0,0.934,1.3863,0.0,3,20.0,508,0,Feature,0,0,0,106,0.040675,1.0,0,0.934,1,1,0,0.8571,1.585,1.0,59.64,11.5,0,0,0.0,0,127.0,0,0,0,0,0,"Allow to distribute custom key with the role

Right now we have quite strong assumption that `nova_ceph_client` should be
present among clients to fetch. At the same time, in case the role is
included outside of the OSA context, ceph_client_filtered_clients might
not contain all users we expect to see.

With that we alter the logic to fetch nova key not only when role is launched
against compute host, but also when the client is present in the list.
[SEP]
FILES CHANGED:
tasks/ceph_auth.yml (+1, -0)
tasks/ceph_get_keyrings_from_mons.yml (+1, -0)
tasks/ceph_get_keyrings_from_files.yml (+1, -0)
",-0.703006,-1.718394,0.272609,0.765941,-0.113357,-0.259955,0.48181,-0.330836,0.266887,-0.227782,-0.061863,0.002397,-0.305594,-0.004081,-0.21683
openstack/ironic,I1aeeda89a8925fbbc2dae752742f0be4bc23bee0,1,1,0.9655,3.6109,0.1111,3,19.6,638,0,Bug Fix,0,0,0,29,0.0119,0.5,0,0.4828,2,2,0,0.9462,1.097,2.0,54.0,12.74,1,0,0.0,1,17.2432,0,6,0,8,0,"Bump workers_pool_size to 300 and remove queueing of tasks

Especially in a single-conductor environment, the number of threads
should be larger than max_concurrent_deploy, otherwise the latter cannot
be reached in practice or will cause issues with heartbeats.

On the other hand, this change fixes an issue with how we use futurist.
Due to a misunderstanding, we ended up setting the workers pool size to
100 and then also allowing 100 more requests to be queued.

To be it shortly, this change moves from 100 threads + 100 queued to
300 threads and no queue.

Partial-Bug: #2038438
[SEP]
FILES CHANGED:
ironic/conf/conductor.py (+1, -1)
releasenotes/notes/workers-20ca5c225c1474e0.yaml (+25, -0)
ironic/conductor/base_manager.py (+6, -3)
",-1.887905,-1.498617,0.800046,0.211965,-0.065727,0.38144,-0.165622,-0.364345,0.175829,0.45564,0.092945,0.012517,-0.157581,-0.36761,0.238813
openstack/charm-ceph-iscsi,I92d02b1385dec1a047ed67d162ef860ccb15b061,1,0,0.9565,5.4161,0.9643,7,5.0,77,0,Feature,0,0,0,23,0.003824,1.0,0,0.9565,2,1,0,1.0,1.751,1.29,-52.04,26.0,1,0,0.9152,1,0.3422,0,0,0,0,0,"Remove kinetic support
[SEP]
FILES CHANGED:
tests/tests.yaml (+0, -2)
osci.yaml (+0, -18)
tests/bundles/jammy-ec.yaml (+4, -3)
tests/bundles/jammy.yaml (+4, -3)
tests/bundles/kinetic-ec.yaml (+0, -94)
metadata.yaml (+0, -1)
tests/bundles/kinetic.yaml (+0, -95)
",4.633876,2.533902,3.056969,0.577881,0.23443,1.641629,0.744273,-0.20684,0.603643,-0.316852,-0.460608,-0.225816,0.560762,0.26074,0.076057
openstack/charm-ceph-nfs,Ifc5f04ce2259d19cb120a1434a2f80b178bd4dc3,1,0,0.9583,4.7095,0.0273,5,21.0,170,0,CI,0,0,1,24,0.003847,1.0,0,0.9583,2,3,0,0,1.5631,0.8,32.43,16.02,1,0,0.4818,1,1.5315,0,0,0,0,0,"Add reef functests to CI

Via the jammy-bobcat UCA

Don't rely on feature branch, vendor in context adapter instead
[SEP]
FILES CHANGED:
tests/tests.yaml (+2, -1)
osci.yaml (+8, -0)
requirements.txt (+1, -1)
src/charm.py (+46, -1)
tests/bundles/jammy-reef.yaml (+50, -0)
",2.090677,-1.131736,-0.377175,-0.417539,-0.338079,-0.432287,0.220517,-0.041162,-0.836413,-0.952943,-0.053064,0.134291,-0.009302,0.013312,-0.348156
openstack/oslo.policy,If67f629dfd6b07ed198155bec43a128369b7affa,1,0,1.0,1.0986,0.5,1,12.5,195,0,Bug Fix,0,0,0,9,0.087379,0.6471,0,0.6471,2,1,0,0.8571,0.0,2.0,38.48,16.2,0,0,0.0,0,65.0,0,0,0,0,0,"Fix doc build error

This fixes the following error in the doc job.

```
TypeError: not all arguments converted during string formatting
```
[SEP]
FILES CHANGED:
doc/source/conf.py (+1, -1)
",1.275474,-2.308909,0.258795,-0.431192,-0.621346,0.553157,-1.213519,-0.279224,0.569349,0.349409,-0.473435,-0.294453,-0.222643,0.437416,-0.318908
openstack/openstack-ansible-os_octavia,Ib6b8547b69949f7af0ba0f7f436b4286d3baccb7,1,0,0.9346,3.1781,0.0,1,7.0,376,1,Feature,0,0,0,107,0.041012,0.0,0,0.0,1,1,0,1.0,0.0,1.0,-27.48,18.8,0,0,0.0,0,15.6667,0,0,0,0,0,"Add security rule for octavia healthmanager

Amphora does report back it's status to Octavia healthmanager through
octavia_health_manager_port. This outgoing traffic from Amphora must be
allowed to show LB stats and operational_status.

Depends-On: https://review.opendev.org/c/openstack/openstack-ansible-plugins/+/896017
[SEP]
FILES CHANGED:
tasks/octavia_security_group.yml (+23, -0)
",-0.608348,1.507548,-0.965029,0.662172,-0.432424,-0.212549,0.596253,0.220101,0.41225,-0.658116,0.077135,-0.127018,0.06548,-0.278059,0.064836
openstack/openstack-ansible,Ic381b98f92c12899da4cd64873989522151cb7eb,0,1,0.8824,1.0986,0.5,1,3.57,1008,0,Bug Fix,0,0,0,17,0.060932,1.0,0,0.8824,1,1,0,0.9265,0.0,1.0,-8.29,11.83,1,0,0.0,0,336.0,0,8,0,10,0,"Bump ansible-core to 2.12.8

On 30.09.2023, ""old"" ansible galaxy(galaxy.ansible.com) was replaced
with ""galaxy ng""[1].
There was a bug [2][3][4] that was fixed only in a supported
ansible-core versions, so:
- v2.12.8
- v2.13.3
- v2.14.0 (and all newer versions)

All openstack-ansible versions up to Yoga are using older ansible-core
versions.
As a result, bootstrap-ansible.sh script fails with an error:

```
Skipping Galaxy server https://galaxy.ansible.com/api/. Got an
unexpected error when getting available versions of collection
ansible.netcommon:
'/api/v3/plugin/ansible/content/published/collections/index/ansible/netcommon/versions/'
```

This patch bumps ansible-core version to 2.12.8 that includes required
fix.

[1] https://www.ansible.com/blog/new-ansible-galaxy
[2] https://github.com/ansible/ansible/issues/81830
[3] https://github.com/ansible/ansible/issues/77911
[4] https://github.com/ansible/ansible/pull/78325

Closes-Bug: #2038315
[SEP]
FILES CHANGED:
scripts/bootstrap-ansible.sh (+1, -1)
",-4.518008,2.793075,2.808559,-0.987955,-0.372069,0.173224,-0.878727,-0.069387,-0.672623,0.183568,-0.605154,0.229427,0.054137,0.314535,0.015102
openstack/oslo.utils,Iae22a544ff69069b1b82b6ab3a885f3a19869287,1,1,0,1.0986,0.5,1,8.33,285,0,Bug Fix,0,0,0,0,0.0,1.0,0,0.0,1,1,0,0.8,0.0,1.0,8.87,17.73,0,0,0.0,0,95.0,0,6,0,4,0,"Mask chapsecret

Doesn't mask chapsecre
>>> strutils.mask_password(""'chapsecre' : 'aaaaa'"")
""'chapsecre' : 'aaaaa'""

Masks chapsecret
>>> strutils.mask_password(""'chapsecret' : 'aaaaa'"")
""'chapsecret' : '***'""

Closes-Bug: #2038466
[SEP]
FILES CHANGED:
oslo_utils/strutils.py (+1, -1)
",-2.386836,0.699481,-1.225013,-0.459815,1.386128,0.639861,-1.585179,-0.718527,-0.192112,-0.003629,0.314006,-0.719604,0.24763,0.682518,0.281961
openstack/octavia,I4a6e4830d0e916b1af1a11dd10097980a57d97ea,1,1,0.7526,3.1781,0.2609,3,16.25,498,0,Bug Fix,0,0,0,97,0.008227,0.5714,0,0.43,5,2,0,0.6067,1.3709,4.0,17.24,18.81,0,0,0.0,1,20.75,0,12,0,22,0,"Fix race condition in cascade delete

update_vip was called multiple times concurrently when cascade deleting
a load balancer with many listeners, it may trigger a race condition
when fetching, computing and updating the SGs.
Calling update_vip for each listener is not necessary, it's now called
only once, that fixes the race condition and optimize the delete flow.

Closes-Bug: #2038529
[SEP]
FILES CHANGED:
releasenotes/notes/fix-potential-race-conditions-in-cascade-delete-1e100213445a17ec.yaml (+7, -0)
octavia/controller/worker/v2/flows/load_balancer_flows.py (+10, -3)
octavia/controller/worker/v2/flows/listener_flows.py (+0, -3)
",-1.210132,-1.389753,0.180581,-0.885855,0.358795,0.014321,0.71049,-0.216187,0.362354,0.084102,0.217238,-0.182245,0.058429,-0.151527,0.289816
openstack/octavia,Ia914ad89b6fdf3606c3d4bff0a4c425348c15e0c,1,1,0,4.3944,0.0125,3,11.43,565,0,Bug Fix,0,0,0,0,0.0,0.5,0,0.0,6,2,0,0.6079,0.5934,4.0,35.55,15.07,1,0,0.8875,1,6.9753,0,6,0,13,0,"Fix health monitor information retrieval in API response

Closes bug: #2038367

Behavior: In the response body of the LB API when creating
a new load balancer, the information about the health
monitor is always null, even though it has been configured.

Reproduce: Using the Octavia API to create a new LB with
all components. You cannot see any information about the
health monitor that will be returned.

Proposed Fix: Modify the assignment to use
`data_model.health_monitor` instead of `pool.healthmonitor`.
[SEP]
FILES CHANGED:
octavia/api/v2/types/pool.py (+1, -1)
octavia/tests/unit/api/v2/types/test_pool.py (+71, -0)
releasenotes/notes/fix-health-monitor-info-retrieval-in-api-response-d3b2e02a3a966f60.yaml (+7, -0)
",-1.190381,-1.32142,0.673506,0.342918,-0.30295,0.131685,-0.3791,0.401047,0.728797,0.029199,0.042916,0.075727,-0.317389,0.232489,-0.292361
openstack/charm-ceph-osd,I9609bc0222365cb1f4059312b466a12ef4e0397f,1,0,0.96,5.5452,0.5647,9,11.5,193,0,Feature,0,0,0,25,0.003938,1.0,0,0.96,2,3,0,0.9,2.214,1.0,29.64,15.03,1,0,0.251,1,0.7539,0,0,0,0,0,"Remove FileStore support

Remove support for creating FileStore OSDs. Also prevent upgrade
attempts to Reef if a FileStore OSD is detected
[SEP]
FILES CHANGED:
hooks/utils.py (+23, -0)
hooks/ceph_hooks.py (+10, -3)
unit_tests/test_ceph_hooks.py (+0, -16)
lib/charms_ceph/utils.py (+38, -98)
templates/ceph.conf (+2, -7)
unit_tests/test_actions_add_disk.py (+2, -6)
actions/add_disk.py (+0, -1)
config.yaml (+0, -9)
unit_tests/test_upgrade.py (+36, -4)
",1.136408,-0.496758,0.317233,0.722709,0.212103,0.45204,-0.172315,0.207572,0.067472,0.117143,-0.079541,0.066714,0.402283,-0.295228,-0.262361
openstack/openstack-ansible-os_magnum,I36cf9f4b71daa107e27e966ebe25816c7bffa42a,1,0,0.8333,2.5649,0.0833,2,12.0,882,0,Bug Fix,0,0,0,18,0.064057,0.0,0,0.0,1,1,0,1.0,0.9183,1.0,42.38,9.8,0,0,0.0,0,67.8462,0,0,0,0,0,"Wait for magnum endpoint before creating cluster templates

Magnum playbook flushes handlers(that cause service restart) and then
it starts creating magnum resources right away.

In some cases(for ex. magnum tls upgrade job), magnum haproxy endpoint
is down before playbook flushes handlers. It means that after flushing
them, haproxy healthchecks need some time to rise magnum endpoint.
In this case, there is a high chance that playbook will try to connect
to magnum endpoint before haproxy marks it as alive.

To solve this issue, this patch implements an extra task to ensure
that magnum endpoint is reachable before playbook tries to reach it.

This patch also fixing linters issue in an example playbook to resolve
circular dependency.

Depends-On: https://review.opendev.org/c/openstack/openstack-ansible-plugins/+/896017
[SEP]
FILES CHANGED:
tasks/magnum_resources.yml (+8, -0)
examples/playbook.yml (+3, -1)
",-2.407147,-0.463254,1.839911,-0.213828,-0.301427,-0.073782,0.249214,-0.206015,-0.239938,-0.23059,-0.013582,0.001697,0.203511,-0.237905,0.021632
openstack/openstack-ansible-os_nova,I8ae3e263185b1cd8036a4fde12d9c950f2ce8b98,1,0,0.9352,1.3863,0.0,1,10.33,275,0,Feature,0,0,0,108,0.041033,1.0,0,0.9352,1,1,0,1.0,0.0,1.0,-5.6,19.62,0,0,0.0,0,68.75,0,0,0,0,0,"Add barbican_service_user section

Defining barbican_service_user is required for succesfull attachement
of ecnrypted volumes to VMs. Without it being in place nova-compute
fails with not being able to get service_token.
[SEP]
FILES CHANGED:
templates/nova.conf.j2 (+3, -0)
",-0.586613,-0.786028,-0.545823,0.762707,0.557612,-0.110455,-0.216739,-0.17995,0.221344,-0.441713,0.07872,-0.10312,-0.269899,-0.236417,-0.171426
openstack/openstack-ansible-ceph_client,I2dff4bf54191b763e25625aa7a10bceaa1f6e595,1,0,1.0,3.3673,0.0,2,18.0,290,0,Feature,0,0,0,26,0.082278,1.0,0,1.0,1,1,0,0.875,0.2223,1.0,12.31,19.42,0,0,0.0,0,10.0,0,0,0,0,0,"Add AppArmor configuration for ceph read/write caching

When Ceph read/write caching uses paths which aren't already
covered by the libvirt/qemu apparmor rules then additional
configuration is required to ensure VMs don't fail to boot.
[SEP]
FILES CHANGED:
tasks/main.yml (+27, -0)
defaults/main.yml (+1, -0)
",0.190476,-0.777665,-0.127915,0.861541,0.579296,-0.3278,-0.09711,-0.079474,-0.303151,-0.056959,-0.710748,-0.051951,0.156836,-0.533835,-0.112272
openstack/ansible-role-zookeeper,Id95dbed736553b24341eb15c74b4a194369dda9f,1,1,0.6667,1.3863,0.6667,2,8.33,396,0,Bug Fix,0,0,0,3,0.020134,1.0,0,0.6667,1,1,0,1.0,0.9183,1.0,32.56,9.73,1,0,0.0,0,99.0,0,8,0,10,0,"change to using archive.apache.org for source downloads

archive.apache.org contains all the released versions, whereas dlcdn
only has the latest minor revision. using the archive link will allow
branches to continue to work indepdendently of the upstream's CDN and
release schedule

also, fix linter for example playbook

Closes-Bug: 2038826
[SEP]
FILES CHANGED:
examples/playbook.yml (+0, -1)
defaults/main.yml (+1, -1)
",0.151601,-1.578134,-0.109447,-0.0742,-0.343695,-0.578674,0.15398,0.393641,-0.224371,-0.135713,-0.324268,-0.222399,0.030239,0.276442,0.059961
